created_date,created_time,text,replies,retweets,favorites
10/01/17,2:30:00 PM,"I told Rex Tillerson, our wonderful Secretary of State, that he is wasting his time trying to negotiate with Little Rocket Man...",34761,25389,102807
10/01/17,12:30:00 PM,...for safety. Thank you to the Governor of P.R. and to all of those who are working so closely with our First Responders. Fantastic job!,10994,14187,76076
10/01/17,12:26:00 PM,...people are now starting to recognize the amazing work that has been done by FEMA and our great Military. All buildings now inspected.....,14734,16059,80805
10/01/17,12:22:00 PM,"We have done a great job with the almost impossible situation in Puerto Rico. Outside of the Fake News or politically motivated ingrates,...",26923,18311,82304
10/01/17,12:05:00 PM,"RT @SLandinSoCal: When you kneel for our #NationalAnthem, you aren't protesting a specific issue, you are protesting our Nation and EVERYTH  _",11268,15727,39927
10/01/17,2:08:00 AM,"19,000 RESPECTING our National Anthem! #StandForOurAnthem_   _    https://t.co/czutyGaMQV",27045,31731,116916
09/30/17,11:24:00 PM,"In analyzing the Alabama Primary race,FAKE NEWS always fails to mention that the candidate I endorsed went up MANY points after endorsement!",44258,7462,47401
09/30/17,10:46:00 PM,"Because of #FakeNews my people are not getting the credit they deserve for doing a great job. As seen here, they are ALL doing a GREAT JOB! https://t.co/1ltW2t3rwy",28210,32320,93959
09/30/17,10:26:00 PM,"Very important that NFL players STAND tomorrow, and always, for the playing of our National Anthem. Respect our Flag and our Country!",55816,27420,125249
09/30/17,10:15:00 PM,I will be in PR on Tues. to further ensure we continue doing everything possible to assist &amp; support the people in their time of great need.,15898,13107,67291
09/30/17,8:37:00 PM,Results of recovery efforts will speak much louder than complaints by San Juan Mayor. Doing everything we can to help great people of PR!,30614,17652,77554
09/30/17,7:57:00 PM,We must all be united in offering assistance to everyone suffering in Puerto Rico and elsewhere in the wake of this terrible disaster.,17625,13983,67905
09/30/17,7:55:00 PM,"My Administration, Governor @RicardoRossello, and many others are working together to help the people of Puerto Rico in every way...",4920,9902,46444
09/30/17,7:43:00 PM,Congresswoman Jennifer Gonzalez-Colon of Puerto Rico has been wonderful to deal with and a great representative of the people. Thank you!,5432,12952,62591
09/30/17,7:30:00 PM,Just spoke to Governor Kenneth Mapp of the U.S. Virgin Islands who stated that #FEMA and Military are doing a GREAT job! Thank you Governor!,5578,13478,60901
09/30/17,7:19:00 PM,"The Governor of Puerto Rico, Ricardo Rossello, is a great guy and leader who is really working hard. Thank you Ricky!",7772,14111,66717
09/30/17,6:04:00 PM,"Despite the Fake News Media in conjunction with the Dems, an amazing job is being done in Puerto Rico. Great people!",24851,16998,77362
09/30/17,12:07:00 PM,The Fake News Networks are working overtime in Puerto Rico doing their best to take the spirit away from our soldiers and first R's. Shame!,46036,24734,91743
09/30/17,11:55:00 AM,I will be going to Puerto Rico on Tuesday with Melania. Will hopefully be able to stop at the U.S. Virgin Islands (people working hard).,20363,13886,69393
09/30/17,11:48:00 AM,"Fake News CNN and NBC are going out of their way to disparage our great First Responders as a way to ""get Trump."" Not fair to FR or effort!",24577,20987,80885
09/30/17,11:41:00 AM,"RT @FLOTUS: Thank you to all who participated in today's discussion on opioid abuse. By talking about it, we can start to make a real diffe  _",7710,10864,59799
09/30/17,11:40:00 AM,RT @DeptofDefense: VIDEO: Elements of the #DoD and @FEMA are providing humanitarian relief for #PuertoRico _   _     and #USVI _   _    . https://t.co/  _,1165,7109,20943
09/30/17,11:35:00 AM,"RT @USCGSoutheast: .@USCG crews worked together with the @RedCross, @fema, and members of local #police, #fire and #government to distribut  _",1020,8744,22473
09/30/17,11:33:00 AM,"The military and first responders, despite no electric, roads, phones etc., have done an amazing job. Puerto Rico was totally destroyed.",8264,13727,62468
09/30/17,11:29:00 AM,"...want everything to be done for them when it should be a community effort. 10,000 Federal workers now on Island doing a fantastic job.",31465,15686,69263
09/30/17,11:26:00 AM,"...Such poor leadership ability by the Mayor of San Juan, and others in Puerto Rico, who are not able to get their workers to help. They....",53293,15541,56696
09/30/17,11:19:00 AM,"The Mayor of San Juan, who was very complimentary only a few days ago, has now been told by the Democrats that you must be nasty to Trump.",51332,21924,70498
09/30/17,1:33:00 AM,"RT @Scavino45: #USNSComfort en route to #PuertoRico, from Norfolk, Virginia to support Hurricane Maria relief efforts. _   _   _   _    https://t.co/HW  _",3907,7609,24116
09/30/17,1:30:00 AM,"RT @Scavino45: ""Manufacturer Optimism Hits Record High After #TaxReform Plan Revealed"" https://t.co/RbVmEe4sqq",1598,4975,18495
09/30/17,1:29:00 AM,RT @EricTrump: Congratulations @SeanHannity! Looking forward to being on the show tonight at 9pmET  Hannity beats Maddow - POLITICO https:/  _,3243,6008,29557
09/30/17,1:28:00 AM,RT @FoxNews: TUNE IN: @EricTrump joins @seanhannity TONIGHT at 9p ET on @FoxNews Channel! #Hannityat9 https://t.co/foDzkcAKJe,2214,2957,16544
09/30/17,1:24:00 AM,RT @LouDobbs: #AmericaFirst- @KellyannePolls: The Middle Class &amp; businesses will benefit from @POTUS' historic tax revolution. #Dobbs #MAGA  _,3295,5522,22132
09/29/17,11:03:00 PM,"@IMPDnews @POTUS THANK YOU to the amazing Indianapolis Metropolitan Police Department and all law enforcement officers, for all you do 24/7/365! #LESM https://t.co/XFqxbMBEbP",413,1525,4506
09/29/17,10:10:00 PM,"My thoughts are with all those observing Yom Kippur, the holiest day of the Jewish year. https://t.co/0LuZCZl29D",8242,12085,53354
09/29/17,8:02:00 PM,Thank you @ShopFloorNAM. An honor to be with you today. Great news! Manufacturers report record-high economic optimism in 2017. #TaxReform https://t.co/4sgMWGotOF,4367,6478,31432
09/29/17,5:45:00 PM,This week we came one step closer to reaching the goal of aligning the skills taught in our nation _s classrooms with the jobs of the future. https://t.co/9s1ggeIJJ5,7408,10373,50326
09/29/17,1:39:00 PM,RECORD HIGH FOR S &amp; P 500!,12551,11380,59879
09/29/17,1:30:00 PM,"Thank you to FEMA, our great Military &amp; all First Responders who are working so hard,against terrible odds,in Puerto Rico. See you Tuesday!",9711,14156,72709
09/29/17,11:18:00 AM,...The fact is that Puerto Rico has been destroyed by two hurricanes. Big decisions will have to be made as to the cost of its rebuilding!,20654,11370,57773
09/29/17,11:14:00 AM,"Puerto Rico Governor Ricardo Rossello just stated: ""The Administration and the President, every time we've spoken, they've delivered......",12120,15858,67421
09/29/17,2:22:00 AM,GDP was revised upward to 3.1 for last quarter. Many people thought it would be years before that happened. We have just begun!,16626,22186,91800
09/29/17,12:03:00 AM,"Puerto Rico is devastated. Phone system, electric grid many roads, gone. FEMA and First Responders are amazing. Governor said ""great job!""",16467,13609,65412
09/28/17,11:49:00 PM,RT @billoreilly: Hannity crushing MSNBC at 9. Good for him! Check the No Spin News on https://t.co/rryWmyXe7C. Killing England a huge bests  _,5326,9943,40446
09/28/17,11:47:00 PM,RT @IvankaTrump: Thank you to the amazing men and women working tirelessly to bring relief to those in need. #PuertoRico #HurricaneMaria ht  _,4503,9735,40876
09/28/17,11:45:00 PM,...really hard to help but many have lost their homes. Military is now on site and I will be there Tuesday. Wish press would treat fairly!,19925,14302,74195
09/28/17,11:41:00 PM,FEMA &amp; First Responders are doing a GREAT job in Puerto Rico. Massive food &amp; water delivered. Docks &amp; electric grid dead. Locals trying....,5454,11046,54907
09/28/17,2:01:00 PM,The electric power grid in Puerto Rico is totally shot. Large numbers of generators are now on Island. Food and water on site.,18618,17999,86769
09/28/17,11:55:00 AM,Democrats don't want massive tax cuts - how does that win elections? Great reviews for Tax Cut and Reform Bill.,26547,17761,79296
09/28/17,1:55:00 AM,"It is time to take care of OUR people, to rebuild OUR NATION, and to fight for OUR GREAT AMERICAN WORKERS! #TaxReform #USA_   _    https://t.co/LsZvHg3got",20891,17810,76226
09/27/17,11:42:00 PM,"This is the right TAX CUT @ the RIGHT TIME. We will ALL succeed &amp; grow TOGETHER     as one team, one people, &amp; one American family. #TaxReform https://t.co/rtLWANJjIQ",16284,14970,61840
09/27/17,7:07:00 PM,"Just arrived in Indianapolis, Indiana to make an announcement on #TaxReform! Together, we are going to MAKE AMERICA GREAT AGAIN! https://t.co/Dy9UwhkWHL",16165,10891,59109
09/27/17,1:41:00 PM,..But the people were Pro-Trump! Virtually no President has accomplished what we have accomplished in the first 9 months-and economy roaring,56463,18912,96682
09/27/17,1:36:00 PM,"Facebook was always anti-Trump.The Networks were always anti-Trump hence,Fake News, @nytimes(apologized) &amp; @WaPo were anti-Trump. Collusion?",28248,16549,67319
09/27/17,11:36:00 AM,"We will have the votes for Healthcare but not for the reconciliation deadline of Friday, after which we need 60. Get rid of Filibuster Rule!",22490,13333,64762
09/27/17,11:32:00 AM,"With one Yes vote in hospital &amp; very positive signs from Alaska and two others (McCain is out), we have the HCare Vote, but not for Friday!",12393,10130,54738
09/27/17,11:09:00 AM,Spoke to Jerry Jones of the Dallas Cowboys yesterday. Jerry is a winner who knows how to get things done. Players will stand for Country!,20021,17468,92683
09/27/17,10:56:00 AM,Spoke to Roy Moore of Alabama last night for the first time. Sounds like a really great guy who ran a fantastic race. He will help to #MAGA!,11184,13143,62418
09/27/17,2:17:00 AM,"Congratulations to Roy Moore on his Republican Primary win in Alabama. Luther Strange started way back &amp; ran a good race. Roy, WIN in Dec!",16771,17668,88361
09/27/17,1:15:00 AM,"Even Usain Bolt from Jamaica, one of the greatest runners and athletes of all time, showed RESPECT for our National Anthem! _   _   _   _  _ https://t.co/zkenuAP9RS",27213,43867,146686
09/27/17,12:30:00 AM,"70 years ago today, the National Security Council met for the first time. Great history of advising Presidents-then &amp; now! Thanks NSC Staff!",6532,8767,55044
09/26/17,11:46:00 PM,Thank you to our wonderful team @USUN and their families. Keep up the GREAT work! #USA_   _    https://t.co/s7KhlSMEqY,2635,6400,34421
09/26/17,10:43:00 PM,It was an honor to welcome President @MarianoraJoy of Spain. Thank you for standing w/ us in our efforts to isolate the brutal #NoKo regime. https://t.co/43U4T34JgF,4361,8573,39865
09/26/17,10:32:00 PM,I want to express our support and extend our prayers to all those affected by the vile terror attack in Spain last month. _   _   _   _    https://t.co/5mT0QXFlnL,6053,8703,47277
09/26/17,9:34:00 PM,America's hearts &amp; prayers are with the people of #PuertoRico &amp; the #USVI. We will get through this - and we will get through this TOGETHER! https://t.co/NcmsF4Fqpr,11298,10653,46971
09/26/17,8:43:00 PM,Heading over to the @UN to meet with Ambassador @NikkiHaley and all of her great representatives! #USA_   _   ,5456,7011,43800
09/26/17,8:11:00 PM,"RT @ricardorossello: Briefed @POTUS @realDonaldTrump in #SituationRoom and thanked him for his leadership, quick response &amp; commitment to o  _",2918,8317,28515
09/26/17,4:13:00 PM,Honored to welcome Republican and Democrat members of the House Ways and Means Committee to the White House today! #USA_   _    https://t.co/nWnX9CDP0d,6009,7023,38170
09/26/17,1:06:00 PM,The NFL has all sorts of rules and regulations. The only way out for them is to set a rule that you can't kneel during our National Anthem!,51984,19732,89333
09/26/17,12:13:00 PM,"Thank you to Carmen Yulin Cruz, the Mayor of San Juan, for your kind words on FEMA etc.We are working hard. Much food and water there/on way",9792,14106,67777
09/26/17,11:14:00 AM,Great interview on @foxandfriends with the parents of Otto Warmbier: 1994 - 2017. Otto was tortured beyond belief by North Korea.,7899,12501,50259
09/26/17,10:47:00 AM,"But while Dallas dropped to its knees as a team, they all stood up for our National Anthem. Big progress being made-we all love our country!",16064,15274,85956
09/26/17,10:35:00 AM,"The booing at the NFL football game last night, when the entire Dallas team dropped to its knees, was loudest I have ever heard. Great anger",35322,22508,113857
09/26/17,10:28:00 AM,"Ratings for NFL football are way down except before game starts, when people tune in to see whether or not our country will be disrespected!",22060,18548,90793
09/26/17,1:24:00 AM,A few of the many clips of John McCain talking about Repealing &amp; Replacing O'Care. My oh my has he changed-complete turn from years of talk! https://t.co/t9cXG2Io86,40053,30175,78752
09/26/17,12:58:00 AM,"...owed to Wall Street and the banks which, sadly, must be dealt with. Food, water and medical are top priorities - and doing well. #FEMA",19686,8343,40711
09/26/17,12:50:00 AM,"...It's old electrical grid, which was in terrible shape, was devastated. Much of the Island was destroyed, with billions of dollars....",10363,9118,43585
09/26/17,12:45:00 AM,"Texas &amp; Florida are doing great but Puerto Rico, which was already suffering from broken infrastructure &amp; massive debt, is in deep trouble..",26469,13531,58287
09/25/17,10:28:00 PM,General John Kelly totally agrees w/ my stance on NFL players and the fact that they should not be disrespecting our FLAG or GREAT COUNTRY!,35270,22126,107277
